key,query,title,doi,venue,year,type,author0,source,problem_claimed,mechanism,hidden_assumptions,fixed_variables,ignored_failures,novelty_pressure,open_questions
447c2bd21d30114d71773cc4e621a59be87abea1,runtime assurance robotics fault,Self-Healing Network for Scalable Fault Tolerant Runtime Environments,10.1007/978-0-387-69858-8_8,Distributed and Parallel Systems,2007,book-chapter,Thara Angskun,crossref,,,,,,,
0204415313afd72ccfd6da170d9824da544b90f6,runtime assurance robotics fault,Fault detection and recovery efficiency co-optimization through compile-time analysis and runtime adaptation,10.1109/cases.2013.6662528,"2013 International Conference on Compilers, Architecture and Synthesis for Embedded Systems (CASES)",2013,proceedings-article,Hao Chen,crossref,,,,,,,
dcb50ded11dd2aca9136654076c2b6417673f582,runtime assurance robotics fault,AESON: A Model-Driven and Fault Tolerant Composite Deployment Runtime for IaaS Clouds,10.1109/scc.2013.102,2013 IEEE International Conference on Services Computing,2013,proceedings-article,Deepal Jayasinghe,crossref,,,,,,,
2ed1df009e6143b58b3f7f4d5984f6570c1c8abd,runtime assurance robotics fault,An Underwater Thruster Fault Diagnosis Simulator and Thrust Calculation Method Based on Fault Clustering,10.1155/2021/6635494,Journal of Robotics,2021,journal-article,Jian Yuan,crossref,,,,,,,
b8f410632f5470bb44335e226f30c565308a3393,runtime assurance robotics fault,Detection of data confidentiality violations using Runtime Verification and Quality Assessment,10.1109/isamsr.2016.7809997,"2016 2nd International Symposium on Agent, Multi-Agent Systems and Robotics (ISAMSR)",2017,proceedings-article,Najwa Abu Bakar,crossref,,,,,,,
94e4b62168c40e286bbb3378f1f39dcd5146f85d,runtime assurance robotics fault,"TT control, mechatronics and robotics — Fault diagnosis, prognosis and fault tolerant control",10.1109/iecon.2017.8216531,IECON 2017 - 43rd Annual Conference of the IEEE Industrial Electronics Society,2017,proceedings-article,,crossref,,,,,,,
e7cfdb2dbc68489f969bd04bad004736fbf94783,runtime assurance robotics fault,Incremental Design of Organic Computing Systems - Moving System Design from Design-Time to Runtime,10.5220/0004457901850192,"Proceedings of the 10th International Conference on Informatics in Control, Automation and Robotics",2013,proceedings-article,,crossref,,,,,,,
6a8bb05c4817c89f4edbab61376714eaeb2c50e4,runtime assurance robotics fault,Bearing Fault Diagnosis Based On Improved Cepstrum,10.33140/jrar.02.02.01,Journal of Robotics and Automation Research,2022,journal-article,,crossref,,,,,,,
9d1b1e7b482deb2498eb8a7cceafbc22206edbb0,runtime assurance robotics fault,Fault Isolation Using Extrinsic Curvature of Nonlinear Fault Models,10.1109/icarcv.2006.345315,"2006 9th International Conference on Control, Automation, Robotics and Vision",2008,proceedings-article,Arun Vemuri,crossref,,,,,,,
f04f3f6cab57a9d01df38b3f7a9bc08f3e76444f,runtime assurance robotics fault,Zoltar,10.1145/1596495.1596502,Proceedings of the 2009 ESEC/FSE workshop on Software integration and evolution @ runtime,2009,proceedings-article,Tom Janssen,crossref,,,,,,,
a504bbb8e53f949ab344ab2b2d46919b522fad81,runtime assurance robotics fault,Preliminary Models of the Cost of Fault Tolerance,10.1109/hase.2007.11,10th IEEE High Assurance Systems Engineering Symposium (HASE'07),2007,proceedings-article,Ronald J. Leach,crossref,,,,,,,
8dc49f4705414d7432f16f5f0a3780996457364f,runtime assurance robotics fault,Software fault mitigation and availability assurance techniques,10.1007/s13198-011-0038-9,International Journal of System Assurance Engineering and Management,2011,journal-article,Kishor S. Trivedi,crossref,,,,,,,
be3fd7286be1ecc4626154faf941d9e233806964,runtime assurance robotics fault,1086625 NTN84-0595 Integrated Computer-Aided Manufacturing (ICAM) quality assurance modeling and analysis assures quality products,10.1016/0736-5845(85)90038-9,Robotics and Computer-Integrated Manufacturing,2009,journal-article,,crossref,,,,,,,
5c9b460b7ebf9c88066e3661a8e49ccd4178606e,runtime assurance robotics fault,Predictive Uncertainty for Runtime Assurance of a Real-Time Computer Vision-Based Landing System,10.1109/dasc66011.2025.11257265,2025 AIAA DATC/IEEE 44th Digital Avionics Systems Conference (DASC),2025,proceedings-article,Romeo Valentin,crossref,,,,,,,
1722ae135eb8bdc04ec1558408dd00f24744d718,runtime assurance robotics fault,A Verification Framework for Runtime Assurance of Autonomous UAS,10.1109/dasc62030.2024.10748654,2024 AIAA DATC/IEEE 43rd Digital Avionics Systems Conference (DASC),2024,proceedings-article,J Tanner Slagel,crossref,,,,,,,
44a3625c09dabb1bbd689a31740e3e862bc74d79,runtime assurance robotics fault,Modelling software fault management with runtime verification,10.1504/ijahuc.2015.071660,International Journal of Ad Hoc and Ubiquitous Computing,2015,journal-article,Xingjun Zhang,crossref,,,,,,,
6a218baebf6e7732b3afd379494359b71d2aca54,runtime assurance robotics fault,Assurance of model-based fault diagnosis,10.1109/aero.2018.8396550,2018 IEEE Aerospace Conference,2018,proceedings-article,Allen Nikora,crossref,,,,,,,
a7fd74768af7cae547d552be0e3779f97bad919e,runtime assurance robotics fault,Runtime-datapath-remapping for fault-tolerant coarse-grained reconfigurable architectures,10.1109/recosoc.2011.5981536,6th International Workshop on Reconfigurable Communication-Centric Systems-on-Chip (ReCoSoC),2011,proceedings-article,Sven Eisenhardt,crossref,,,,,,,
1f10945b3c434e49a5cdd47e2df920eb74a7a995,runtime assurance robotics fault,A method for modifying closed-loop motion plans to satisfy unpredictable dynamic constraints at runtime,10.1109/robot.2002.1014785,Proceedings 2002 IEEE International Conference on Robotics and Automation (Cat. No.02CH37292),2003,proceedings-article,J.M. Esposito,crossref,,,,,,,
59caf7c38a47c8a7f16206a44476be20e9fcdb2b,runtime assurance robotics fault,Assumption Monitoring Using Runtime Verification for UAV Temporal Task Plan Executions,10.1109/icra48506.2021.9561671,2021 IEEE International Conference on Robotics and Automation (ICRA),2021,proceedings-article,Sebastian Zudaire,crossref,,,,,,,
395c6e73afe66b35abca2b9ff07c984336ae1535,runtime assurance robotics fault,Precision Medicine,10.1201/9781003561309-9,BioMed Bots Assurance,2025,book-chapter,A. J. Sunija,crossref,,,,,,,
ce4ae811c1832e51b15167783eea013222fd954f,runtime assurance robotics fault,Predictive Runtime Verification of Skill-based Robotic Systems using Petri Nets,10.1109/icra48891.2023.10160434,2023 IEEE International Conference on Robotics and Automation (ICRA),2023,proceedings-article,Baptiste Pelletier,crossref,,,,,,,
498d93737ac4864f2471785d3c2b3db29922681b,runtime assurance robotics fault,MYON: CONCEPTS AND DESIGN OF A MODULAR HUMANOID ROBOT WHICH CAN BE REASSEMBLED DURING RUNTIME,10.1142/9789814374286_0005,Field Robotics,2012,proceedings-article,Manfred Hild,crossref,,,,,,,
0e742c2c00799a4c3a1e02ed059e67c8073fd146,runtime assurance robotics fault,The average availability of parallel checkpointing systems and its importance in selecting runtime parameters,10.1109/ftcs.1999.781059,Digest of Papers. Twenty-Ninth Annual International Symposium on Fault-Tolerant Computing (Cat. No.99CB36352),2003,proceedings-article,J.S. Plank,crossref,,,,,,,
3bc6b051c419252da54a72b646438cf2c8e22c41,runtime assurance robotics fault,NS-FTR: A fault tolerant routing scheme for networks on chip with permanent and runtime intermittent faults,10.1109/aspdac.2011.5722231,16th Asia and South Pacific Design Automation Conference (ASP-DAC 2011),2011,proceedings-article,Sudeep Pasricha,crossref,,,,,,,
af24bb2bcf84991ae601d13173f09aa6d181e31b,runtime assurance robotics fault,A Fault Model Framework for Quality Assurance,10.1109/icstw.2014.44,"2014 IEEE Seventh International Conference on Software Testing, Verification and Validation Workshops",2014,proceedings-article,Dominik Holling,crossref,,,,,,,
431e140df0210c1897813cb4ddac23cef663ec34,runtime assurance robotics fault,Scalable robot fault detection and identification,10.1016/j.robot.2005.09.028,Robotics and Autonomous Systems,2006,journal-article,Vandi Verma,crossref,,,,,,,
6fde336aac9effa5b273c18ba15b957c91a3829a,runtime assurance robotics fault,Using Runtime Quantitative Verification to Provide Assurance Evidence for Self-Adaptive Software,10.1007/978-3-319-74183-3_8,Lecture Notes in Computer Science,2018,book-chapter,Radu Calinescu,crossref,,,,,,,
cc2a6d1c01bfcd675f5819b58dfcfa727cbf9857,runtime assurance robotics fault,"Computer Security, Fault Tolerance, And Software Assurance",10.1109/mcc.1999.749129,IEEE Concurrency,2005,journal-article,P. Ammann,crossref,,,,,,,
62f11ddd0ba3c0939cced91f1c198f50cc5fe005,runtime assurance robotics fault,Software fault tree analysis for product lines,10.1109/hase.2004.1281726,"Eighth IEEE International Symposium on High Assurance Systems Engineering, 2004. Proceedings.",2004,proceedings-article,J. Dehlinger,crossref,,,,,,,
61b20dca3cb7a2f08a959c97c0f407e559b7ad65,runtime assurance robotics fault,Fault diagnosis of circuit board based on fault tree,10.1109/icarcv.2008.4795777,"2008 10th International Conference on Control, Automation, Robotics and Vision",2009,proceedings-article,Pan Hongxia,crossref,,,,,,,
97f44f73ecc8b57f1138f8ac8776956db2d801ae,runtime assurance robotics fault,Fault-Aware Runtime Strategies for High-Performance Computing,10.1109/tpds.2008.128,IEEE Transactions on Parallel and Distributed Systems,2009,journal-article,Yawei Li,crossref,,,,,,,
eb57d123f906ab5426f04e51eb81fb98a35a82e6,runtime assurance robotics fault,Application of Entropy Information on Bearing Fault Diagnosis,10.33140/jrar.02.02.04,Journal of Robotics and Automation Research,2022,journal-article,,crossref,,,,,,,
1b1af43c3a7451310eb9c12f85143c1e11d1ffda,runtime assurance robotics fault,Safety assurance of autonomous agricultural robots: from offline model-checking to runtime verification,10.1109/case59546.2024.10711810,2024 IEEE 20th International Conference on Automation Science and Engineering (CASE),2024,proceedings-article,Mustafa Adam,crossref,,,,,,,
256e2f3742b03deb24ae309e1a24d78f6f2114d7,runtime assurance robotics fault,Fault-Duration And-Location Aware CED Technique With Runtime Adaptability,10.1109/tvlsi.2013.2251484,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,2013,journal-article,Yu Liu,crossref,,,,,,,
aba770611f5a29fd8f4c513b706efa69b1176666,runtime assurance robotics fault,Asynchronous Fault-Tolerant Language Decidability for Runtime Verification of Distributed Systems,10.1145/3732772.3733514,Proceedings of the ACM Symposium on Principles of Distributed Computing,2025,proceedings-article,Armando Castañeda,crossref,,,,,,,
eeaac88518c46da6f5933f9c5a67268119f98f92,runtime assurance robotics fault,Well-conditioned configurations of fault-tolerant manipulators,10.1016/j.robot.2011.10.008,Robotics and Autonomous Systems,2011,journal-article,Hamid Abdi,crossref,,,,,,,
8ec4be3bed74799b241375826af749605b72a6b9,runtime assurance robotics fault,Killi: Runtime Fault Classification to Deploy Low Voltage Caches without MBIST,10.1109/hpca.2019.00046,2019 IEEE International Symposium on High Performance Computer Architecture (HPCA),2019,proceedings-article,Shrikanth Ganapathy,crossref,,,,,,,
4ed6575ec2fda7b37755153db9fb7328f478e5b9,runtime assurance robotics fault,A Fault Taxonomy for Service-Oriented Architecture,10.1109/hase.2007.46,10th IEEE High Assurance Systems Engineering Symposium (HASE'07),2007,proceedings-article,Stefan Bruning,crossref,,,,,,,
f0f7c6a9b68170291cbfb9eaad689253ca171b01,runtime assurance robotics fault,Collaborative Robotics in Metrology: The Next Generation Technician?,10.51843/wsproceedings.2021.08,NCSL International Workshop &amp; Symposium Conference Proceedings 2021,2021,proceedings-article,,crossref,,,,,,,
c340412aa9ae8726af5c301a92ef18837e8c7027,robot safety shield hierarchy,Shield Sequential Quadratic Programming Model Predictive Control with Application to Safety-Critical Control of Mobile Robot,10.1109/icus66297.2025.11295064,2025 IEEE International Conference on Unmanned Systems (ICUS),2025,proceedings-article,Haoyu He,crossref,,,,,,,
dfd35c7d14535d0fee87128c6a477975a44d7ecb,robot safety shield hierarchy,Desert Shield Leader's Safety Guide,10.21236/ada372948,,2017,report,ARMY SAFETY CENTER  FORT RUCKER AL,crossref,,,,,,,
c18ee844d2a45a948b1b7ff6d9276b0c69bd2630,robot safety shield hierarchy,Desert Shield - Leader's Safety Guide,10.21236/ada373059,,2017,report,ARMY SAFETY CENTER  FORT RUCKER AL,crossref,,,,,,,
876d62b01990f762b70e27c75298af28d3fc79c0,robot safety shield hierarchy,Intelligent Safety System of Shield Machines,10.1016/b978-0-443-34237-0.00012-1,Intelligent Shield Machines,2025,book-chapter,Huayong Yang,crossref,,,,,,,
0a8c4f0b78f4b2085f3bb4495083d7d863cb38b0,robot safety shield hierarchy,High-explosives press safety shield testing,10.2172/6833064,,2021,report,J Griffin,crossref,,,,,,,
aeb4e2001fb53eb4d6364ce182987182c8eebde8,robot safety shield hierarchy,Hierarchy of Controls: The Safety Decision Hierarchy—Section 5.1.1,10.1002/9780470192696.ch12,Advanced Safety Management Focusing on Z10 and Serious Injury Prevention,2008,other,,crossref,,,,,,,
934cd2286a6e84536e0bf84e36ddcfad75249de2,robot safety shield hierarchy,Quick Shield With Snappy Safety Holder,10.1097/01.bmsas.0000412233.00545.05,Biomedical Safety &amp; Standards,2019,journal-article,,crossref,,,,,,,
f48ef577da5ab35aae0464753ae27623795e9f1f,robot safety shield hierarchy,Robot Safety,10.1201/b18388-9,Robot System Reliability and Safety,2015,book-chapter,,crossref,,,,,,,
3814f80144237c7f0545d9cfe737713d0396b13b,robot safety shield hierarchy,Design and Simulation of Electro-hydraulic Servo System of Shield Cutter-changing Robot for Shield Machine,10.1109/acirs62330.2024.10684900,2024 9th Asia-Pacific Conference on Intelligent Robot Systems (ACIRS),2024,proceedings-article,Hao Tian,crossref,,,,,,,
20da30b85667aa54847855c95a1f983e541c0051,robot safety shield hierarchy,Genital Protector Shield Recalled,10.1097/00149078-200503010-00006,Biomedical Safety &amp; Standards,2019,journal-article,,crossref,,,,,,,
66d4e4fa93f36771317461a9d693d37944b34995,robot safety shield hierarchy,Safety Hierarchy for Planning With Time Constraints in Unknown Dynamic Environments,10.1109/tro.2014.2354933,IEEE Transactions on Robotics,2014,journal-article,Bruno L Esperance,crossref,,,,,,,
731baefc62614f81a0039e4b4323c097527266cf,robot safety shield hierarchy,Topics in Robot Safety,10.1007/978-1-4612-3148-6_6,Robot Reliability and Safety,2011,book-chapter,B. S. Dhillon,crossref,,,,,,,
e9baedc6b10e01e814512547b9d6710518e75a9b,robot safety shield hierarchy,Fundamentals of Robot Safety,10.1007/978-1-4612-3148-6_5,Robot Reliability and Safety,2011,book-chapter,B. S. Dhillon,crossref,,,,,,,
e548de3e3fc17ddd67690edc59539c85e4ec7267,robot safety shield hierarchy,Chapter 5: Language as shield: A hierarchy of guardedness,10.1515/9783110812374.99,Language Loss and the Crisis of Cognition,2012,book-chapter,,crossref,,,,,,,
65e7791a34a39554e6c14291aabb731eef2cd1cb,robot safety shield hierarchy,Syringe Recall Complete; Safety Shield May Separate During Activation,10.1097/00149078-199904000-00005,Biomedical Safety &amp; Standards,2019,journal-article,,crossref,,,,,,,
2744687652b967781130610a89246e2d313d3f0c,robot safety shield hierarchy,Robotics. Safety requirements,10.3403/30187056u,,2015,standard,,crossref,,,,,,,
8f1bcbba49f7d5019275fdb528cada43e11a6c96,robot safety shield hierarchy,Robotics. Safety requirements,10.3403/30362063,,2025,standard,,crossref,,,,,,,
930d5a92cd520c0c74e69a92936034978495fb26,robot safety shield hierarchy,Workplace Safety,10.1002/9783433601051.ch16,Mechanised Shield Tunnelling,2012,other,,crossref,,,,,,,
11c92d4e5b362a121de68d2473fdbec4da4fac61,robot safety shield hierarchy,Robust Control Design for Two-link Nonlinear Robotic System,10.5772/9671,Advances in Robot Manipulators,2012,book-chapter,Shield B.,crossref,,,,,,,
78c3a925ee15d5f78f8008bd64db0a9ad910e8be,robot safety shield hierarchy,CPR Mouth Shield,10.1097/01.bmsas.0000455063.20590.ac,Biomedical Safety &amp; Standards,2019,journal-article,,crossref,,,,,,,
8784299470d3e9f959c9d51a10bec86edfa3f3cb,robot safety shield hierarchy,Electromagnetic Filters Shield Pacemakers from Cell Phones,10.1097/00149078-199605150-00001,Biomedical Safety &amp; Standards,2019,journal-article,,crossref,,,,,,,
